SENTENCE,TEXT,POS,POS_GROUPED
Incangio se parla de «voentæ conträia à l’atto sessuale» ch’a dev’ëse valuâ «tegnindo conto da scituaçion e do contesto».,se,PRON,PRON
Incangio se parla de «voentæ conträia à l’atto sessuale» ch’a dev’ëse valuâ «tegnindo conto da scituaçion e do contesto».,parla,PRON,PRON
Incangio se parla de «voentæ conträia à l’atto sessuale» ch’a dev’ëse valuâ «tegnindo conto da scituaçion e do contesto».,de,ADP,FUNC
Incangio se parla de «voentæ conträia à l’atto sessuale» ch’a dev’ëse valuâ «tegnindo conto da scituaçion e do contesto».,«,PUNCT,PUNCT
Incangio se parla de «voentæ conträia à l’atto sessuale» ch’a dev’ëse valuâ «tegnindo conto da scituaçion e do contesto».,voentæ,VERB,VERB
Incangio se parla de «voentæ conträia à l’atto sessuale» ch’a dev’ëse valuâ «tegnindo conto da scituaçion e do contesto».,conträia,VERB,VERB
Incangio se parla de «voentæ conträia à l’atto sessuale» ch’a dev’ëse valuâ «tegnindo conto da scituaçion e do contesto».,à,ADP,FUNC
Incangio se parla de «voentæ conträia à l’atto sessuale» ch’a dev’ëse valuâ «tegnindo conto da scituaçion e do contesto».,l’,NOUN,NOUN
Incangio se parla de «voentæ conträia à l’atto sessuale» ch’a dev’ëse valuâ «tegnindo conto da scituaçion e do contesto».,atto,NOUN,NOUN
Incangio se parla de «voentæ conträia à l’atto sessuale» ch’a dev’ëse valuâ «tegnindo conto da scituaçion e do contesto».,sessuale,ADJ,ADJ
Incangio se parla de «voentæ conträia à l’atto sessuale» ch’a dev’ëse valuâ «tegnindo conto da scituaçion e do contesto».,»,PUNCT,PUNCT
Incangio se parla de «voentæ conträia à l’atto sessuale» ch’a dev’ëse valuâ «tegnindo conto da scituaçion e do contesto».,ch’,ADJ,ADJ
Incangio se parla de «voentæ conträia à l’atto sessuale» ch’a dev’ëse valuâ «tegnindo conto da scituaçion e do contesto».,a,AUX,VERB
Incangio se parla de «voentæ conträia à l’atto sessuale» ch’a dev’ëse valuâ «tegnindo conto da scituaçion e do contesto».,dev’,ADV,ADV
Incangio se parla de «voentæ conträia à l’atto sessuale» ch’a dev’ëse valuâ «tegnindo conto da scituaçion e do contesto».,ëse,PRON,PRON
Incangio se parla de «voentæ conträia à l’atto sessuale» ch’a dev’ëse valuâ «tegnindo conto da scituaçion e do contesto».,valuâ,PROPN,NOUN
Incangio se parla de «voentæ conträia à l’atto sessuale» ch’a dev’ëse valuâ «tegnindo conto da scituaçion e do contesto».,«,PUNCT,PUNCT
Incangio se parla de «voentæ conträia à l’atto sessuale» ch’a dev’ëse valuâ «tegnindo conto da scituaçion e do contesto».,tegnindo,NOUN,NOUN
Incangio se parla de «voentæ conträia à l’atto sessuale» ch’a dev’ëse valuâ «tegnindo conto da scituaçion e do contesto».,conto,ADJ,ADJ
Incangio se parla de «voentæ conträia à l’atto sessuale» ch’a dev’ëse valuâ «tegnindo conto da scituaçion e do contesto».,da,ADJ,ADJ
Incangio se parla de «voentæ conträia à l’atto sessuale» ch’a dev’ëse valuâ «tegnindo conto da scituaçion e do contesto».,scituaçion,NOUN,NOUN
Incangio se parla de «voentæ conträia à l’atto sessuale» ch’a dev’ëse valuâ «tegnindo conto da scituaçion e do contesto».,e,PRON,PRON
Incangio se parla de «voentæ conträia à l’atto sessuale» ch’a dev’ëse valuâ «tegnindo conto da scituaçion e do contesto».,do,ADV,ADV
Incangio se parla de «voentæ conträia à l’atto sessuale» ch’a dev’ëse valuâ «tegnindo conto da scituaçion e do contesto».,contesto,NOUN,NOUN
Incangio se parla de «voentæ conträia à l’atto sessuale» ch’a dev’ëse valuâ «tegnindo conto da scituaçion e do contesto».,»,PUNCT,PUNCT
Incangio se parla de «voentæ conträia à l’atto sessuale» ch’a dev’ëse valuâ «tegnindo conto da scituaçion e do contesto».,.,PUNCT,PUNCT
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,Pe,ADV,ADV
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,-,PROPN,NOUN
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,e,PRON,PRON
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,oppoxiçioin,NOUN,NOUN
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,o,ADP,FUNC
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,l’,NOUN,NOUN
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,é,ADP,FUNC
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,un,DET,PRON
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,«,NOUN,NOUN
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,passo,ADJ,ADJ
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,inderê,ADJ,ADJ
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,graviscimo,PROPN,NOUN
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,»,PUNCT,PUNCT
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,e,X,OTHER
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,«,PUNCT,PUNCT
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,a,AUX,VERB
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,rottua,VERB,VERB
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,de,ADP,FUNC
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,un,DET,PRON
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,patto,NOUN,NOUN
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,politico,ADJ,ADJ
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,»,PUNCT,PUNCT
Pe-e oppoxiçioin o l’é un «passo inderê graviscimo» e «a rottua de un patto politico».,.,PUNCT,PUNCT
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",«,PUNCT,PUNCT
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",Che,PROPN,NOUN
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",a,AUX,VERB
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",Meloni,PROPN,NOUN
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",a,AUX,VERB
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",no,X,OTHER
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",se,PRON,PRON
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",fasse,VERB,VERB
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",dâ,PRON,PRON
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",a,AUX,VERB
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",linia,VERB,VERB
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",da,X,OTHER
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",-,NOUN,NOUN
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",o,NOUN,NOUN
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",patriarcato,ADV,ADV
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",»,PUNCT,PUNCT
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",",",PUNCT,PUNCT
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",o,ADP,FUNC
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",commento,NOUN,NOUN
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",da,X,OTHER
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",Schlein,PROPN,NOUN
"«Che a Meloni a no se fasse dâ a linia da-o patriarcato», o commento da Schlein.",.,PUNCT,PUNCT
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,Pe,ADV,ADV
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,-,PROPN,NOUN
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,o,NOUN,NOUN
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,momento,X,OTHER
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,Fratelli,PROPN,NOUN
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,d’,X,OTHER
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,Italia,PROPN,NOUN
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,a,AUX,VERB
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,no,X,OTHER
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,l’,NOUN,NOUN
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,à,ADP,FUNC
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,piggiou,ADV,ADV
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,unna,VERB,VERB
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,poxiçion,NOUN,NOUN
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,definitiva,VERB,VERB
Pe-o momento Fratelli d’Italia a no l’à piggiou unna poxiçion definitiva.,.,PUNCT,PUNCT
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",L’,PROPN,NOUN
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",é,ADP,FUNC
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",mòrto,ADJ,ADJ
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",de,ADP,FUNC
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",93,NUM,ADJ
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",anni,NOUN,NOUN
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",o,ADP,FUNC
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",Valentino,PROPN,NOUN
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",Garavani,PROPN,NOUN
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",",",PUNCT,PUNCT
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",l’,NOUN,NOUN
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",urtimo,VERB,VERB
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",di,ADP,FUNC
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",gren,NOUN,NOUN
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",protagonisti,X,OTHER
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",da,X,OTHER
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",mòdda,NOUN,NOUN
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",in,X,OTHER
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",Italia,PROPN,NOUN
"L’é mòrto de 93 anni o Valentino Garavani, l’urtimo di gren protagonisti da mòdda in Italia.",.,PUNCT,PUNCT
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",O,NOUN,NOUN
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",l’,NOUN,NOUN
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",aiva,VERB,VERB
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",fondou,NOUN,NOUN
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",o,ADP,FUNC
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",marco,NOUN,NOUN
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",co-o,X,OTHER
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",seu,DET,PRON
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",nomme,NOUN,NOUN
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",",",PUNCT,PUNCT
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",do,NOUN,NOUN
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",quæ,PRON,PRON
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",o,ADP,FUNC
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",rosso,VERB,VERB
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",e,NOUN,NOUN
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",o,ADP,FUNC
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",velluo,ADJ,ADJ
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",ean,AUX,VERB
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",di,ADP,FUNC
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",scimboli,VERB,VERB
"O l’aiva fondou o marco co-o seu nomme, do quæ o rosso e o velluo ean di scimboli.",.,PUNCT,PUNCT
A-o manco çinquemia persoñe gh’an reiso önô à Romma.,A,NOUN,NOUN
A-o manco çinquemia persoñe gh’an reiso önô à Romma.,-,ADV,ADV
A-o manco çinquemia persoñe gh’an reiso önô à Romma.,o,NOUN,NOUN
A-o manco çinquemia persoñe gh’an reiso önô à Romma.,manco,NOUN,NOUN
A-o manco çinquemia persoñe gh’an reiso önô à Romma.,çinquemia,VERB,VERB
A-o manco çinquemia persoñe gh’an reiso önô à Romma.,persoñe,ADJ,ADJ
A-o manco çinquemia persoñe gh’an reiso önô à Romma.,gh’,NOUN,NOUN
A-o manco çinquemia persoñe gh’an reiso önô à Romma.,an,NOUN,NOUN
A-o manco çinquemia persoñe gh’an reiso önô à Romma.,reiso,NOUN,NOUN
A-o manco çinquemia persoñe gh’an reiso önô à Romma.,önô,DET,PRON
A-o manco çinquemia persoñe gh’an reiso önô à Romma.,à,ADP,FUNC
A-o manco çinquemia persoñe gh’an reiso önô à Romma.,Romma,PROPN,NOUN
A-o manco çinquemia persoñe gh’an reiso önô à Romma.,.,PUNCT,PUNCT
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,A,NOUN,NOUN
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,-,ADV,ADV
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,i,ADJ,ADJ
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,23,PRON,PRON
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,de,ADP,FUNC
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,zenâ,NOUN,NOUN
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,o,ADP,FUNC
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,morteuio,NOUN,NOUN
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,inta,ADJ,ADJ
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,gexa,ADJ,ADJ
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,de,ADP,FUNC
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,Santa,PROPN,NOUN
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,Maria,PROPN,NOUN
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,di,CCONJ,FUNC
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,Angei,PROPN,NOUN
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,con,VERB,VERB
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,un,DET,PRON
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,muggio,NOUN,NOUN
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,de,ADP,FUNC
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,gente,ADJ,ADJ
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,avvoxæ,NOUN,NOUN
A-i 23 de zenâ o morteuio inta gexa de Santa Maria di Angei con un muggio de gente avvoxæ.,.,PUNCT,PUNCT
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",«,PUNCT,PUNCT
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",Un,DET,PRON
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",òmmo,NOUN,NOUN
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",ch’,ADJ,ADJ
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",o,ADP,FUNC
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",l’,NOUN,NOUN
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",à,ADP,FUNC
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",semenou,VERB,VERB
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",a,AUX,VERB
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",bellessa,ADV,ADV
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",e,NOUN,NOUN
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",o,ADP,FUNC
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",n’,NOUN,NOUN
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",é,ADJ,ADJ
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",stæto,VERB,VERB
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",un,DET,PRON
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",testimònio,NOUN,NOUN
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",»,PUNCT,PUNCT
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",",",PUNCT,PUNCT
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",e,PRON,PRON
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",poule,VERB,VERB
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",de,ADP,FUNC
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",præ,NOUN,NOUN
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",Pietro,PROPN,NOUN
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",Guerini,PROPN,NOUN
"«Un òmmo ch’o l’à semenou a bellessa e o n’é stæto un testimònio», e poule de præ Pietro Guerini.",.,PUNCT,PUNCT
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,O,NOUN,NOUN
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,seu,PRON,PRON
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,compagno,NOUN,NOUN
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,Vernon,NOUN,NOUN
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,Bruce,PROPN,NOUN
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,Hoeksema,PROPN,NOUN
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,:,PUNCT,PUNCT
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,«,PROPN,NOUN
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,No,PROPN,NOUN
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,te,DET,PRON
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,diggo,NOUN,NOUN
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,addio,VERB,VERB
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,ma,DET,PRON
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,graçie,NOUN,NOUN
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,»,PUNCT,PUNCT
O seu compagno Vernon Bruce Hoeksema: «No te diggo addio ma graçie».,.,PUNCT,PUNCT
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",«,PUNCT,PUNCT
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",O,NOUN,NOUN
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",regòrdo,PROPN,NOUN
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",ciù,ADP,FUNC
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",bello,NOUN,NOUN
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",quande,ADJ,ADJ
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",se,PRON,PRON
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",semmo,VERB,VERB
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",conosciui,NOUN,NOUN
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",»,PUNCT,PUNCT
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",",",PUNCT,PUNCT
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",o,ADP,FUNC
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",l’,NOUN,NOUN
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",à,ADP,FUNC
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",dito,NOUN,NOUN
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",o,ADP,FUNC
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",Giancarlo,PROPN,NOUN
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",Giammetti,PROPN,NOUN
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",",",PUNCT,PUNCT
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",passou,PROPN,NOUN
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",compagno,PROPN,NOUN
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",e,PRON,PRON
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",sòçio,VERB,VERB
"«O regòrdo ciù bello quande se semmo conosciui», o l’à dito o Giancarlo Giammetti, passou compagno e sòçio de l’imprenditô da-o 1960.",de,ADP,FUNC
